video_id,title,channel,upload_date,description,views,likes,comments
pajGFG_6eHg,RJ Kanierra - TIA (Official Video),Rj Kanierra Officiel,2023-09-22T11:00:09Z,"Disponible : https://lnkfi.re/TIAA
CONTACT, MANAGEMENT & BOOKING  :
+243998098221
rjkanierramanagement@gmail.com

Retrouvez RJ KANIERRA sur:
 https://www.facebook.com/Rjkanierraofficiel
https://www.instagram.com/rj_kanierra_officiel
https://www.tiktok.com/@UCEt8v9IfLXw_aDspRJhpwrw 

Official Video by RJ Kanierra performing ""TIA"" ©2023 Shutuka Musique
#RJKanierra #TIA",86250917,322905,12456
F8iSImFWcpA,Charlotte Dipanda Ft. Richard Bona - Bodimbea,Charlotte Dipanda Officielle,2018-04-27T02:48:54Z,"Clip officiel du titre Bodimbea de l'artiste Charlotte Dipanda en duo avec Richard Bona, tiré de l'album Dube L'am.

Télécharger sur Itunes : http://urlz.fr/52Qy
Télécharger sur Amazon : http://urlz.fr/52Qz

Suivre Charlotte sur Facebook : https://www.facebook.com/charlottedipandaofficiel/
Site officiel : www.charlottedipanda.com",3592557,14800,899
_4ptF6uG25M,"Tzy Panchak - Amin (Official Video) Ft. Kameni, Stanley Enow",Blu Nation Recording,2020-11-13T13:15:13Z,"Blu Nation recording presents the official music video of Amin by Tzy Panchak Ft. Kameni & Stanley Enow.

Produced: Young OG
Guitar: MOG
Mix and Mastered: Abztrumental
Shot and Directed: Mr Adrenaline.
Location: Douala, Cameroon

Lyrics:
Intro: 
Amen Amen 
Chako the great oh 
Ayo 
Ayo yeah 
Kameni pon this one again 

Verse 1: Tzy Panchak 
Butterfly du fly but e no fit touch the sky 
Do your own leave the rest to God 
Cos any man get yi hustle 
U chercher u trouver 
U trouver u supportez 
Repose en paix Dinga man 
Pray for me pray for me 
Papa gimme money oh 
Pray for me pray for me 
Chorus 
Blessings for your papa 
Amin 
Amin oh Amin 
Ah ah Amin 
Blessings for your mami oh 
Amin Amin 
Blessings for your family 
Amin Amin oh 
Eyah ah ...
Mon avenir et dans la main de dieu oh Amin 
Amin oh Amin 
Mon avenir est dans la main de dieu oh 
Ah ah Amin Amin 
Amin Amin oh 
Verse 2: Kameni 
Mi say wah gwaan with di greed and mi peace wuna live me so aiiiii
Say ma people wuna put mi down 
 Sorcellerie oo Partou
Wuna no bring mi witch 
Ah bi suffer pikin ah no fit die aiiii
Who God don bless no man can curse 
Make wuna live Ma life alone 
Jalousie ei ei ei aiiii 
Ei no deh waka yeah yeah ah
Say mami prayer for your pikin oh 
Amin 
Amin oh oh 
Say papa prayer for your pikin oh 
Amin oh Amin oh oh 
El Chako sing for them Amin 
Amin oh Amin 
Kameni pon this one again Aii 
Chorus 
Verse 3: Stanley Enow
 King Kong I comot for baffoussam weh.. 
La vie ne ma pas donne des cadeau 
Je prie que dieu te protège mon arme weh.. 
Men them no want see me drive my prado 
Thank you lord or thank you father 
I know say na you di run the show 
Plenty blessings on my mama 
Make we glow and make we grow oh oh 
All my men them for quartier 
Da so kunya kunya 
We go perser 
One love for my men them for Mamfe eh..
Ayo Ayo..
Chorus. 
End 

Connect with Tzy Panchak on social media
https://www.facebook.com/tzypanchakof...
https://www.instagram.com/tzypanchak/
https://www.twitter.com/Tzypanchak",3358542,25190,9641
6fTrMgTPqCA,SAMY ONLY RAPE DANS LE VAN🇨🇲🔥 #pourtoi #cameroun #rapcamer #danslevan,Elysee Le Snieper,2025-07-30T19:15:21Z,,3458,267,11
CEX9suowdBg,Benskin-Dla Cameroun,Leonel Noupa,2020-10-10T20:05:14Z,NDE ( Noblesse Dignité Élégance ),30381,767,21
hjW0x1ipe8I,Magasco ft Stanley Enow - Better for Me (Official Video),MAGASCO ,2021-12-03T16:00:10Z,"Loosely based on Magasco's true life story, ""Better For Me"" is a rhythmic feel-good song to uplift listeners and to remind them to always believe in themselves and their dreams. The song is featuring king kong Stanley Enow, produced by Method J and video directed by Tecnno Brains.

 TEAM: 
- Lyrics, Vocals & Recording: Magasco & Stanley Enow
- Music Production: Method J 
- Mix & Master: Mettod J
- Video Production: ATM Productions
- Video Director: Tecnno Brains
- Cover Art Designs: Ayouba Saïd-YDIM

© 2021 BBoy Records 
►Subscribe to this channel: https://www.youtube.com/MagascoBBoy​ 
►Instagram - https://instagram.com/magasco_bboy​ 
►Twitter - https://twitter.com/magascobboy​
►Facebook: https://www.facebook.com/BamendaBoyy​ 
►SnapChat: magasco 
►Business/Bookings: bboyrecords237@gmail.com


#magasco #stanleyenow #hope #Betterforme #Amapiano #2023 #today #Magasco #youtube #automobile #videos #live #dance #new #news #newmusic #newsong",268265,7680,705
Te4_QbP5Flc,Blanche Bailly - Mon Homme [ OFFICIAL VIDEO ]                           ,Blanche Bailly,2025-11-28T15:39:31Z,"On dit souvent que derrière chaque homme se cache une grande femme…
Mais aujourd’hui, j’ai envie de renverser cette phrase et d’affirmer que derrière chaque Femme se tient un Homme exceptionnel.
« MON Homme » est une célébration pour vous .

Listen/Stream 👇
https://distrokid.com/hyperfollow/blanchebailly/mon-homme

Prod : Mr Shyne & Daniel Wifi 
Mix & Master : Mr Shyne 
Realisateur : Mr Tchek
Tenues Traditionnelles : ShaSha Designs 
Tenue marriage : Les Mariées de Bobie Christelle 

Guest 
Minks 

Starring 
Marcelle Kuetche 
Chelsy Suzy 
Kameni 
Ulanda
Mr Shyne
Les Mataas 
Arrache Clou 
Joel Mpele 
Brisse Style 
Ach4Life 
Cheikh Thiam
Rodolpha 
Mapessa 
----------------------------------

Follow Blanche Bailly

https://m.facebook.com/isblanchebailly/
https://www.instagram.com/isblanchebailly
https://www.twitter.com/isblanchebailly
https://www.tiktok.com/@isblanchebailly

----------------------------------",2556438,35128,1446
XeaGRpVWDGc,Charlotte Dipanda - Elle n'a pas vu,Charlotte Dipanda Officielle,2018-04-17T10:35:41Z,Charlotte Dipanda - Elle n'a pas vu,430050,2999,112
stXQ4ttUcoU,TENOR - PARAGRAPHE (CLIP OFFICIEL),TENOR officiel,2024-05-25T16:48:59Z,"Réalisé par : Manuel Kalife (La Culture Studios)
Musique : Flem KGB
Producteur : EBANFLANG EN PIRE

LYRICS

Fiang Le Way Le Yamo

Tout est là tout est lue
Tout est paraphé
Chaque paragraphe a reçu son pare feu

Je Sors ma puissance de feu 
Si ma part est fine 
J’veux tous les hydrocarbures par la paraffine 

Donc on a chargé les carabines
On les observe de haut 
Comme les fétiches de Karaba

Ils nous détestent ils nous aiment 
On s’en kala gars
Est ce que c’est nous qui avons libérés Barabass ?

Le jeu est 
sans dessus dessous 
Déçus des histoires qui parlent dessus et  dessous
Un débat de sûrs ecouté par des sourds 
T’étonne pas que les plus au dessus aient des sous

On a tous essayé de se distinguer 
Quel mauvais goût a ce beau mélange 
Suis dans tous les styles pour être distingué 
Artiste Ferdinand Magellan

On aura marqué le temps d’une génération sacrificielle
Le Cameroun peut être ghostwriter d’une intelligence artificielle 

Je crois au complot du genre 
Ils nous ont cachés que garaa est sahélien
Éric Cartman est Israélien 
Elon Musk c’est un raelien

Shot out flem a la production 
Shot tout Je suis ma production 
Je suis un génie donc elle veut que je réalise ses vœux de reproduction 

Frotter ma lampe, l’introduction 
Je fais ce que ye veux le son
 y’aura pas de corruption 

Le contraire d’une femme
Est ce gigolo , la traduction 

Mon cachet je prévient
Mon cachet est pret je viens 
Mes neurones ce sont des tontinards qui gèrent le cerveau d’un sardinard 
Reaktor Black Gold c’est pour la posologie 
Pimente ma nécrologie 
Je viens et je repars comme Koppo et gromologie 

MTN j’écoute NTM
NTM Je signe avec MTN
Ndlr mdr ils ont pris l'air pour faire des asmr
V2V2 ils se croient juste apres une GAV font des POV 
CDD  ou CDI on a tous des COD sous CO2

J’imagine tellement l’héritage si Tay-c faisait un feat avec Locko",198045,9043,679
3le9R_MSCuI,Papa Fololo - Afro - Ndombolo (version audio ) 🇨🇲,Zone Est Cameroun,2024-03-25T18:20:51Z,"FICHE TECHNIQUE

Auteur , Compositeur , interprète : PAPA FOLOLO / MAMAN FOLOLO

Guitare Solo : HONORÉ SYNTHÉ / GUSTAVE SAMBA / DJ VINOS 

Guitare Bass : BENJI - BENJO / LUNIX BASS / DJ SEGUY

Clavier : HERVÉ SYNTHÉ / GAËTAN / DUPLEX

Mixage & Mastering : HERVÉ SYNTHÉ / AMINE WAYNE / NDI AKONJOR 

Choeurs : MAMAN FOLOLO / TANTI JANETTE /  MARCEL MOULIOM / VINOS

Production : PRINCE NDASSA PRODUCTION

copyright : 2018",29,1,0
5gXGDJ1CvDQ,GIMS - Brisé (Clip officiel),MaitreGimsVEVO,2015-09-14T16:00:30Z,"Maître Gims ""Brisé"" (clip officiel) 
Clip réalisé par Lucas Maggiori Styck.
Retrouve toute la discographie de Maître Gims : https://maitregims1.lnk.to/b0C9tID
""Brisé"" disponible en Streaming : http://smarturl.it/MG_Brise_ST
-----
Abonne-toi dès maintenant à la CHAINE OFFICIELLE de MAITRE GIMS : https://www.youtube.com/channel/UCCB1Byx5yTbLpQaV-rlfmtA?sub_confirmation=1
Retrouve tous les albums de Maître Gims : https://www.youtube.com/channel/UCCB1Byx5yTbLpQaV-rlfmtA/playlists?sort=dd&shelf_id=115&view=50 
Retrouve tous les clips de Maître Gims : https://www.youtube.com/playlist?list=PLwMuWIGfMyJUxQiAHS-pJHff66uFpN5IT 
-----
Retrouve Maître Gims : 
Facebook : https://www.facebook.com/maitregimsoff/ 
Twitter : https://twitter.com/maitregims 
Instagram : https://instagram.com/maitregims/
Site officiel : http://maitregims.com/",240883368,705077,22181
kQW2l74Qx0U,MAGASCO,MAGASCO ,2023-07-19T23:07:35Z,,2961,84,0
IZvFojHp3WY,Best MIX Ndombolo Koffi.Felix.Awilo JP Mpiana Extra musica (DJ Supreme 1er Remix),DJ Supreme1erVEVO,2017-01-11T01:10:03Z,"#Ndombolo #DJSupreme1er #Vevo  #Mix

Mix (Official Remix).
🔥DJ Supreme1er - Best MIX Ndombolo Koffi.Felix.Awilo JP Mpiana Extra musica
 
🎵DJ Supreme 1er

✗ YouTube: ↪︎https://www.youtube.com/c/Djsupreme1ervevo
✗ instagram: ↪︎https://www.instagram.com/supreme.1er.dj/
✗ Twitter: ↪︎https://twitter.com/supreme1erdj
✗ Mixcloud: ↪︎https://www.mixcloud.com/supreme-dj/
✗ Soundcloud: ↪︎https://soundcloud.com/supreme-dj-995161452
✗ Facebook: ↪︎https://www.facebook.com/Supreme.1erdj/?eid=ARClF414aXpiJasil4-3P5L1swpUBTi7eR8UuQzjghhXKPZIEth9eIO0n_Nh06Pk-lM-bFAit_LWHSyb
✗ Boocking: djsupreme1er7@gmail.com

 Music Megamix by DJ Supreme1er performing Mixtape. © 2019 Republic Records, a Division of UMG Recordings, In

#Vevo #newmusic #Ndombolo #Remix",218163,1056,61
AI8jQJxtFdU,Grace Décca / Ben Décca - Eya la ngo,Cantos Music,2015-03-12T20:23:22Z,"Buy on iTunes: 
Taken from Grace Décca / Ben Décca « Le duo Décca »
Extrait de Grace Décca / Ben Décca « Le duo Décca »

Production: TJR Productions",315429,850,113
NDBlhU_uPR8,YOPE BY MARYVAL - CLASSIC #yope #yoperemix #diamondplatnumz #inossb #dancers #cameroon  #ndombolo,MV_AfroVisions,2023-04-21T07:00:12Z,,562,13,0
t_q_znHz-ac,Axel Mouna - Juventus 1981 Cameroun,mambranikov,2011-01-14T04:49:34Z,"Album ''Bobia'', Axel Muna rend hommage à la célèbre équipe de football de Douala dont les dirigeants sont morts lors d'un crash d'avion.
Pour + de musiques rétros africaines d'antan, rejoignez nous sur Facebook:
http://www.facebook.com/pages/Ancienne-musique-africaine-Old-african-music/419730969688",2430597,5547,717
ozBKVmNtXxw,rantamplan ''ezezeck'' version originale,Nkul Nnam,2019-07-28T14:26:51Z,bikutsi,1020538,3810,391
LJobr949iLE,petit pays - muna muto (l'evangile chapitre1),pyruvatebiotin,2009-06-19T12:01:24Z,Un des plus grand tubes de petit pays pour faire plaisir à tous ceux qui ont  dansé sur les évangiles de turbo...nostalgie! nostalgie!,986270,2400,357
9sp2uhmIOSM,Grace Decca - Bwanga Bwam (1989) Cameroun,mambranikov,2011-01-29T04:14:41Z,"Album ''Besoin D'amour'' Makossa Rétro
La grande diva camerounaise.

Pour + de musiques rétros africaines rejoignez nous sur Facebook:
http://www.facebook.com/pages/Ancienne-musique-africaine-Old-african-music/419730969688",5445471,11988,1302
RXGPtE0yX8I,Tshwala bam tutorial🔥🤩 #amapiano #dance #tutorial#dancevideo#explore #foryou #viral #fyp#southafrica,BIG OMAH👑🖤,2024-03-25T12:46:49Z,"Still finding the Tshwala Bam dance hard? Then this video is for you🥰 
#fyp #trending #dance #explore #southafrica #amapiano #shorts #tshwalabam",3875127,125287,812
vXMyPJrFFN8,Tu es tout pour moi segneur - nouveaute evangelique francaise inspirational gospel songs 2017,Praise And Worship Alanbanza y Adoracion Kusifu,2017-05-06T02:36:01Z,"Your home for uplifting gospel music and inspiring Bible stories.

Subscribe and stay connected with us so you never miss a new video that feeds your soul and lifts your spirit.

#Gospel #Haiti #africanMusic #africangospelmusic #haitianmusic

🙏 Let everything that has breath praise the Lord – Alleluia! 🙌",7166678,25804,1228
ryrR-LwImRg,King LUCA - Orey (Official Video),Akumba Music,2025-04-17T17:00:07Z,"Official Video of Orey by King Luca, Directed by Kwedi Nelson. 
Music titled OREY
Performed by King Luca 
Written and Composed by: King Luca
Produced by Rapnnem 
Vixens: Puppy, BK Baptist, T Claude, Simplest Ntuhti, Dano, Queen Diva, Yvan Youmbi, Sandy Alexandria.
Styled by Brisse Toukam (Brisse Style)
Makeup; Kamila and Mairou Dayam
Location: DualArt
Gaffer: Tino

Record Label: Akumba Music 

Lyrics 

Quand tu vois la forme
Tu connais qu’elle est forte 
Mai d’où est-ce que tu sors toi
Ngondere 
Ouvre moi ta porte 
J’ai les choses à parler 
Non me me néglige pas Mon bébé
Ton visage dans mes rêves 
Quand je ferme Les yeux 
C’est un autre monde eh eh eh 
Ghan sé a dzen kwa’ada adzem pu 
Je veux crier mai je me comporte 

I don go Orey Orey Orey 
I don go Orey (iye) 
I don go Orey (iye)
I don go Orey Orey Orey 
I don go Orey (iye) 
I don go Orey (iye)

Lah yo ghan ma’ati mo fo bam 
M lon wo lonin cherie wom eh 
Asabé abé 
Lah yo ghan ma’ati mo fo bam 
M lon wo lonin baby wom eh 
Asabé abé 

#KingLuca #AkumbaMusic #Cameroon

Je n’ai pas besoin 
Ni diamant ni l’or 
Tu es Mon trésor woloh 
Mami à cause de ton charme je te yamo un genre woloh 
You are entering in my eyes you are so demure 
Oh my god oh oh 
Elle a vu Elle a confirmé 
kohtiri a wiy oso wa kongnin bae 

I don go Orey Orey Orey 
I don go Orey (iye) 
I don go Orey (iye)
I don go Orey Orey Orey 
I don go Orey (iye) 
I don go Orey (iye)

Lah yo ghan ma’ati mo fo bam 
M lon wo lonin cherie wom eh 
Asabé abé 
Lah yo ghan ma’ati mo fo bam 
M lon wo lonin baby wom eh 
Asabé abé 

Alhamdulillah tu es dans Mon époque 
Alhamdulillah parce Que je t’ai trouvé 
Alhamdulillah kohtiri a wiy oh mama 
Oso wa cheng oh mama ye 

Ton visage dans mes rêves 
Quand je ferme Les yeux 
C’est un autre monde eh eh eh 
Ghan sé a dzen kwa’ada adzem pu 
Je veux crier mai je me comporte 


I don go Orey Orey Orey 
I don go Orey (iye) 
I don go Orey (iye)
I don go Orey Orey Orey 
I don go Orey (iye) 
I don go Orey (iye)

Lah yo ghan ma’ati mo fo bam 
M lon wo lonin cherie wom eh 
Asabé abé 
Lah yo ghan ma’ati mo fo bam 
M lon wo lonin baby wom eh 
Asabé abé 

Alhamdulillah 

Alhamdulillah


#KingLuca #Orey #cameroon",1011195,7908,631
lhdIHA8R9vo,Daphne Njie Cameroon 🇨🇲 Artist Just Got Married. Congratulations Daphne Njie 🎉.,Mr Talk Cartoon Comedy,2020-11-08T13:20:59Z,"Daphne Njie is happily Engaged, wish her happy marriage 
Cameroon female artist daphne Njie is now engaged and happy.
Video produced by mr talk cartoon comedy 
Cameroon number 1 cartoon comedy channel.
#Mrtalkc #Daphnenjie #daphnemarriage

Subscribe to this Channel for more amazing content.
Thanks 
#cartoonreaction #Daphnenjiefans #Cameroondaphnenjie
#Animation 

@daphnemusicvevo7871",456,12,1
Ma062afkhPM,tonton le show ne touches pas mes lolo,Tonton Le Show Officiel,2023-07-19T18:51:22Z,tonton le show est un artiste originaire de la lekié qui fait bien tant le bikutsi que la variété...@tonton le show officiel,757288,0,0
xanmT0-v7n8,Magasco - Cami Toyottta (Official Video),MAGASCO ,2019-04-05T16:59:04Z,"'Cami Toyottta' is the first single from 'Heart', the 1st solo studio album by Magasco under BBoy Records in collaboration with Empire Company. Video directed by NS Pictures.

BBOY TEAM:
- Lyrics, Vocals & Recording: Magasco
- Music Production: Magasco & Master Roboster
- Mix & Master: Sangtum
- Cover Art Designs: Laikom Studios

© 2019 BBoy Records

►Subscribe to this channel: https://www.youtube.com/BboyRecords 
►Instagram - https://instagram.com/magasco_bboy
►Twitter - https://twitter.com/magascobboy
►Facebook: https://www.facebook.com/BamendaBoyy
►Snapchat: magasco
►Business/Bookings: bboyrecords237@gmail.com
► Purchase ""Heart"" via Orange Money, MTN Money, PayPal here
http://bboyrecordscmr.com/album.html
► Streaming platforms: https://backl.ink/60772123




#music #love #magasco #Cameroon #clips  #today #2023 #music #facebook #tiktok #youtubeshorts #Magasco #youtube #automobile #videos #live #dance #new #news #newmusic #newsong #tiktok #tiktokvideo #trending #trend",186728,2838,209
gmpklvBja2A,Daphne -  My Lover (Official Video),Daphne,2025-09-10T10:07:44Z,,777799,7493,219
FzXzciVzOnE,You must calculer,Prince Eyango - Topic,2015-04-11T12:16:40Z,"Provided to YouTube by IDOL

You must calculer · Prince Eyango

The Best of Makossa Connection, Vol. 1

℗ TJR Productions

Released on: 1993-01-01

Auto-generated by YouTube.",649401,3560,15
dLCmMsFw-e0,"RANTAMPLAN dans ""ASSOCIÉ"" (""Bikutsi"")",ben simon,2013-09-03T23:51:24Z,"RANTAMPLAN, La ""Grande Royale"" du Bikutsi des années 90 revient avec véracité sur scène (www.ben-simon-production.com)",313461,959,72
ycbe26L4Z60,MY 1ST LIVE BAND : NDOMBOLO part2 #freestyle #youtubeshorts #cameroon #congo #liveband #dancers,MV_AfroVisions,2023-10-23T11:15:23Z,,2686,63,0
pleVRFEzuCg,BAD NOVA - On Fait Comment ? (Clip Officiel)   Directed by IceKam,BAD NOVA,2024-07-20T13:10:17Z,"L'audio est disponible via ce lien https://paradise.ffm.to/on_fait_comment
Abonnez-vous ici  https://www.youtube.com/@BadNova. 

Découvrez le clip officiel de ""On Fait Comment?"" de BAD NOVA, réalisé par IceKam. Un morceau qui promet d'être un hit en 2024! Le meilleur rappeur 237 revient avec cette nouveaute de 2024 qui va vous faire bouger!

La video officielle de mon nouveau single #OnfaitComment est enfin disponible.
Je tiens à remercier tous ceux qui ont contribué a ce que ce projet voit le jour, et j'espère qu'il continuera de plaire autant à tous.
#BadNova 

AUTEUR COMPOSITEUR: Bad Nova
Prod by BOYKA ON THE BEAT
Mix and master: Dr BG
Official video by: ICEKAM

#mbolé #cameroun #237 #newmusic #camerounyoutube #badnova #onfaitcomment #pourtoi #africa #cameroon #cameroonmusic #africamusic #mbole #mbole237 #cameroontiktok

Merci d'avoir regardé le clip officiel de Bad Nova - On Fait Comment ?

#SessuaEntertainment 2024

--------------------------------------------------------------------------------------------------------------------------------------------------------------
Bad Nova-«On fait comment?»  PAROLES (LYRICS)

Hey!
C’est le bao des Bads 
Boyka!
Monstre de beat

Excuse-moi ma chérie, j’étais de l’autre côté 
C’est ta beauté qui m’a frappé, je suis donc venu te draguer
Mais comme je suis honnête, je vais dire la vérité 
Je ne veux pas être en couple je veux seulement m’accoupler 
Il paraît que tu es fou hein, tu m’as bien regardée?
Hé mouf! Elle ouvre même la bouche là qui ne sait pas sucer
Tu ne sais pas cuisiner, tu mouilles même sur les pattes sautées 
On fait comment pour te doter? Dis donc mets toi sur le côté 
Sur le côté, tout le monde sur le côté 
Libérez mon espace parce que je dois m’exprimer
Approchez regardez les pas de danse de l’année 
Je veux déjà démarrer, je veux déjà m’envoler
En parlant de voler pardon appelez la serveuse 
Je genre de facture ci là c’est la blague ou c’est sérieux?
Ça au moins je reconnais, mais ça là qui a consommé?
Il m’a dit de servir que c’est toi qui vas payer

Je n’ai donc plus l’argent maintenant on fait comment?
Maintenant on fait comment?
Maintenant on fait comment?
Maintenant on fait comment?

Maintenant on fait comme ça
On fait comme ça 
Maintenant on fait comme ça
On fait comme ça 
Maintenant on fait comme ça
On fait comme ça 
Maintenant on fait comme ça 
Maintenant on fait comme ça 
Maintenant on fait comme ça 

Quand tu parles de ton ex, tu parles même de quel ex?
Tu sais bien qu’ils sont nombreux, mets nous bien dans le contexte 
C’est celui qui te texte, celui avec qui tu sexes?
Celui là qui te déteste ou celui là que tu détestes 
Hallo mon bb je suis entrain de rentrer 
Abeck passe à la maison je veux seulement te parler 
Mais mets ta mini robe qui a la fente de côté 
Tu penses à moi quand tu as bu, aujourd’hui tu vas confirmer 
Ne dis pas les trucs comme ça tu sais que tu es mon bb
Je veux aussi le sérieux pardon il faut pas m’embrouiller 
Tu as donné ça partout au kwat on t’appelle la serveuse 
Maintenant que c’est mon tour c’est là où tu veux le sérieux?
Que chacun prenne sa place abeck il faut pas commencer
Viens on fait ce qu’on doit faire que chacun aille de son côté 
Toi et moi on se connaît, on sait que tu peux pas changer 
Ça c’est même quel genre de gars?tu peux même pas me flatter?

Bon ça va j’ai compris, mais là là là on fait comment?
là là là on fait comment?
là là là on fait comment?
là là là on fait comment?

Maintenant on fait comme ça
On fait comme ça 
Maintenant on fait comme ça
On fait comme ça 
Maintenant on fait comme ça
On fait comme ça 
Maintenant on fait comme ça 
Maintenant on fait comme ça 
Maintenant on fait comme ça 

Boyka On The Beat
Mixed by Dr BG

SESSUA Music


Keys words 
#NewMusic
#MusicVideo
#Viral
#Trending
#PopHit
#NewRelease
#TopCharts
#MustWatch
#newsong 
#PopMusic
#HipHop
#RockMusic
#Music
#MusicLover
#MusicVideo
#NewMusic
#NowPlaying
#HitSong
#TopHit
#MusicDaily
#SongOfTheDay
#IndieMusic
#R&B
#EDM
#CountryMusic
#Jazz
#Reggae
#ClassicalMusic
#TrapMusic
Viral and Trend Hashtags
#ViralVideo
#TrendingNow
#ForYou
#FYP (For You Page)
#ExplorePage
#ViralHits
#TopCharts
#MustWatch
#Challenge (if applicable)
#SongChallenge
#ArtistOnTheRise
#UnsignedArtist
#UpcomingArtist
#IndependentArtist
#NewArtist
#BreakoutArtist
#MusicIndustry
#ProducerLife
#Songwriter
#GrammyWatch",4009064,34140,1703
NLMJZ1ukP1Q,Cameroon Amapiano Mix,DJ ANGEL,2022-08-14T15:30:37Z,"You ll find in this mix hit amapiano tracks and hot club bangers amapiano remixed by myself.

CONTACT:  +237 694 534 348  To Get Your Song Featured

FOR DOWNLOAD VISIT:  https://www.237mood.com/scratch-angel
Donate to the channel via PAYPAL; scracademix@gmail.com
    ORANGE MONEY +237 694 534 348 (Justin Patrick N)

SOCIAL HANDLES
Facebook: http://www.facebook.com/djscratchangel (Like)
Twitter: http://twitter.com/djscratchangel (Follow)
Instagram: https://www.instagram.com/djscratchangel (Follow)
Tracklist pin on first comment
🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲",712,24,11
WdbkyEY4Ryw,CAMEROON AFROBEATS MIX 2024,DJ ANGEL,2024-04-02T19:39:26Z,"Press play to enjoy an hour of the best Cameron afrobeats video hits mixed by no other but @muanabidiman 

Facebook : Dj Scratch Angel
Instagram : djscratchangel
Tik Tok @muanabidiman: Scratch Angel

Thank you for watching. This video is not monetizable (No revenue). 
You can support the channel by sending tips here: 
Cameroon..... 694534348 (OM) or 674398795 (MOMO)
(Justin Patrick NGALLE)
PAY PAL : scracademix@gmail.com 

TRACKLIST :
TAYC Feat SHREYA GHOSHAL, JACQUELINE FERNANDEZ-Ymmy yimmy
TAYC-Dodo
TAYC-Dis moi comment
BLAISE B-Nobody else
ASABA-Amour
BEVY-Amour toxique 
BRY-Oublies moi
CABREL NANJIP Feat CEGUI-Tu etais la
CHARLOTTE DIPANDA-L'ombre d'une autre
CICI MIGNON-Moitie moitie
DARINA VICTRY-Validé
ELISHA K-A little bit of love
ELLA NAO-Kaidi
FHISH-Patience
KO C Feat LONGUE LONGUE-Paolo
MR ELAD-For my head
RAIZY-Bread
SALATIEL Feat CHARLOTTE DIPANDA-Closer
SABRINA Feat GUCHI-Bad boys
SEPPO Feat MIMIE-Prêt a tout
EWUBE-Allô bébé
DJ 6TY Feat LINO-We no di fear dem
DURA KING-Paparima

All Credit goes to all the artist played on this playlist (see playlist above), they have some great music and cool videos, please go to any streaming site to buy their music. click on the link below to visit their channel for more of these videos


#Afrobeat #Makossa #Bikutsi #Benskin #Bamoun #limbe #Buea #Yaounde #Kumba #Bamenda #Douala #Edea #afrohousevenezuela #afrolatin #musicaparafiesta #houseconregueton #houseconreggaeton #housecondembow #tribal #tribalhouse #musicaelectronica #electronic #electronicmusic #dj #djtiktok #djlive #dembow #afrotribal #latinas #club #clubmusic #clubhouse #urban #urbantech #urbanhouse #remix #jowkeclub #techhousemusic  #DJS #MIXREGGAETON  #PREVIAYAFTER  #MUSICA #FERPALACIO #FIESTA #FIESTAENCASA #REMIX #RAKATAKTAKA#TIKTOK #DJTIKTOK #EXPLOTATUPREVIA #LAPREVIA #AFTER #TUTORIALDJS  #PERREOTWERK #LIVESET #PERREOPREVIA #MIXPUROPERREO  #PERREO #ROMPEBAJOS #TURRAKA #shortsclip #shortscraft #youtube #youtuber #subscribe #shortsadoptme #shortsroblox #shortsanity #shortsbeta #shortsfunny #shortsasmr #shortsart #shortscooking #shortscrochet #shortsbyamritamam #shortschallenge #shortscomplitition #shortsblackpink #instagramyoutube #youtuberlikes #youtubevide #shortscomedy #shortsti",407,10,8
Ax2ZOvmm9eA,jesus de come by njunkwi constance the cameroonian praise,Enow constance besong Besong,2022-08-11T17:07:25Z,,10114,112,0
