video_id,title,channel,upload_date,description,views,likes,comments,year,month,year_month,genre
ypO3Yd5VaNI,Mr. Leo - Partout [Official Video] (Music Camerounaise),Mr Leo ,2017-08-06 15:18:30+00:00,"""Partout"" performed by Mr. Leo.

Directed by Dr. Nkeng Stephens.  Song Produced by Salatiel.

Alpha Better Records ©
2017 

Contact:
Twitter x Instagram: @MrLeo237
Facebook: Mr Leo - Artist
Management: (+237) 677-957-471 | 698-056-985
Email: mrleotheartist2@gmail.com

SUBSCRIBE to my Youtube Channel: 
https://www.youtube.com/channel/UCGF17r6aD_v9e_z6Spo57wA?sub_confirmation=1

Mr LEO, born FONYUY NSOBUNRIKA LEONARD on the 31st August 1990 is a Cameroonian singer-songwriter and artist. His stage name is Mr.LEO coded Philantropic.

Early life:
Boy from the Barracks
Mr LEO was born in Buea and grew up in a small military camp called “Waders Barracks” at “Clerks Quarters” around the center of Buea, the South-Western part of Cameroon. The camp was small but a real ghetto on its own full of love, hate, violence, poverty, 80% soldiers (mostly the men) and , 15% farmers (mostly the wives), love amongst kids and conflicts amongst parents trying to bring their military lives into their homes yet everyone so hardworking. Twelve years later, Mr LEO moved to another small town (Molyko) still inside Buea where his life as an artist took off.

Background: 
Black Boy
Mr Leo is the third in a family of four siblings with an elder sister as the first, an elder brother the second, and a kid brother the last.
Three years into his new town(Molyko), Mr.Leo joins a school choir (The Breakthrough Voices). This choir was full of amazing singers but his singing at that time was so poor that the choir did an album and he was not opportune to sing on a single track. From that moment he knew singing was not for him and so many times he wanted to give up but a few singers in the choir (Salatiel, Blaise-B) brought him close and will always tell him “there’s a difference between someone who cannot sing at all and someone who can but doesn’t know yet how to use his or her voice”. He became so close to salatiel and they will meet every morning at Salatiel’s place and vocalize and since Salatiel was a pianist, he will play and they sing together and gradually, his singing got better. About a year after, Salatiel started working in a studio (M1 Studio) and once a while Mr Leo will go to his job site and just sit and watch him work. Just being around and seeing how people made music and recorded tracks gradually stirred up that anxiety in him to be like them and that was when he started dreaming of becoming a musician. Sometimes he was stopped from entering the studio and even when he did get in, he got booted out but he didn’t stop going and his passion for music only grew bigger. In a little while, Salatiel patched him with one of the smaller engineers in the studio and they did some tracks together. People would listen to them, laugh and took piece of mockery on them but they took heed to Salatiel who would always make some corrections and run them for a rerecord. BETTER still, record another track to check in the Leo Progress. Despite opposition from Parents who offered education first, Mr Leo will always snick out and book studio sessions to do demos. Taking inspiration from great artists like Seal, Lemar, Garou, 2face Idibia, his singing got better and better and so did his song writing skills. In 2010 Salatiel himself started producing songs for Mr Leo and has been his music partner and producer ever since. The Leo-Salatiel bond then invested ""focus"" on Mr Leo adopting a unique style with fragrance of originality. A year after, Salatiel came up with a record label “Alpha Better Records” and Mr Leo was his first signed artist. They recorded songs time and again trying to find the perfect song to use as Mr Leo’s first single. A song that will cut across English and French Cameroonians and Africans, cut across the youths and the aged. Early 1014 they came up with the single “E Go Better”. It’s cool nature, charming lyrics and melody touched everyone who came across it. A few months after, having taking spot in the Singit Cameroon 2014 Talent scout (where Mr. LEO humbly aired his voice), the Singit it immidiately took special interest in A voice so rich and so rare. They got in contact with Julia L Gham(producer of the Singit Cameroon), President of the “The PowerHouse Ent.Inc"" in America who partnered with “Alpha Better Records” and provided their full support in other to boost up the productions and promotion of the single “E Go Better” and production of Mr Leo’s first album. 
Mr. Leo has his fans at heart and with an everyday experience, he speaks to the world through music. Discover Mr.Leo. Call him Philanthropic.
#MrLeo #CameroonMusic #JamaisJamais #JSuisDésolé #LoveOriginal #Femme #JeSuisMoiCommeÇa #Pray #Partout #CestFaux #JeTaime",4589197,27537,1667,2017,8,2017-08,Cameroonian Pop/R&B
-wOHVgxGKIM,Ekeg's -- Obere wo nnem,Patience Sabo Muna,2019-04-01 15:23:21+00:00,Les meilleures sonorités de chez nous. Une véritable merveille de pa'a Ekeg's qui met en exergue les bienfaits de la femme vertueuse dans la vie d'un homme.,261820,2583,171,2019,4,2019-04,Other
j8wnFonIyuY,Le BIKUTSI - Danse traditionnelle du Cameroun avec Arsène ETABA | Cabane de la Danse.,Arsène ETABA,2022-04-16 04:42:32+00:00,"Le BIKUTSI est une danse traditionnelle des peuples des régions du Centre, Est et Sud du Cameroun dits Peuples Betis Be Nnanga.
Étymologiquement elle signifie ""Nous frappons le pied au sol"" (Bià Kút Sí), phrase qui symboliquement retrace l'histoire des revendications entre hommes et des femmes des peuples betis où ces dernières se retrouvaient secrètement pour aborder les questions de relation, d'équité et égalité dans les foyer.

On dit d'elle aussi d'être la Danse des Esprits Betis car pour rentrer dans l'Akút Ndàah (maison délabrée et délaissé habitée autrefois) il fallait danser d'une manière particulière : en martelant le sol de ce type de maison dit Akút Sí pour que les esprits de cette maison daignent vous autoriser à y accéder.

Les revendications qui étaient menées par des chants rythmés par des claquements de mains, des mouvements saccadés et saccagés avec la particularité de toujours marquer le sol de vifs pas, donnant naissance à une gestuelle et agilité particulière. 
L'évolution du BIKUTSI se fera par l'avènement des hommes dans cette quête matérialisé surtout par l'apport musical (instruments traditionnels : TamTam, Tambours, Nyass (maracas))",51901,433,16,2022,4,2022-04,Makossa/Traditional
VARDjilbcxc,Locko - Mêmes mêmes choses,LOCKO,2020-03-20 17:00:22+00:00,"Découvrez le nouveau clip de Locko - Mêmes mêmes choses

Ecoutez Mêmes mêmes choses ici : https://LockoMemesmemeschoses.lnk.to/0xHlQqgg

Booking international : Guylaine.Clery@umusic.com 

Retrouve moi sur mes différents réseaux sociaux
Facebook: https://web.facebook.com/lockofficial/
Instagram: https://www.instagram.com/lockofficial/
Twitter: https://twitter.com/lockofficial

Music by Locko performing Mêmes Mêmes Choses

© 2020 Universal Music Africa
#MemesMemesChoses  #Locko #Yema",7897207,56286,2508,2020,3,2020-03,Cameroonian Pop/R&B
CukledAIfVM,Locko - S O S (Clip Officiel),LockoOfficialVEVO,2023-12-14 17:00:13+00:00,"Music video by Locko performing S O S (Clip Officiel). (C) 2023 Yema Production, under exclusive license to Sony Music Entertainemnt Africa FR

http://vevo.ly/YxEssD",1779533,15626,782,2023,12,2023-12,Cameroonian Pop/R&B
GVRR1IWBuEY,Lyrics Joue moi le Mendjang - Dynastie le Tigre,RIBOFUN Lyrics Karaoké,2022-09-01 11:04:17+00:00,@Dynastieofficiel,2631,39,0,2022,9,2022-09,Cameroonian Pop/R&B
fDSapcbf3_I,Reniss - La Sauce (Dans La Sauce) (Directed by Ndukong),NewBellMusicChannel,2016-05-06 22:44:59+00:00,"Reniss releases ""La Sauce."" Produced by Le Monstre. Directed by Ndukong. Story by Tatapong Beyala. 
www.newbellmusic.com
Copyright © 2016 New Bell Music.

Download on Bandcamp: http://smarturl.it/yfqf4b
Download on iTunes: http://smarturl.it/rqsxrp
Stream on Apple Music: http://smarturl.it/cyu38v
Stream on Tidal: http://smarturl.it/oeuilv
Stream on Spotify: http://smarturl.it/izu51f
Stream on Deezer: http://smarturl.it/gqlf1m

Twitter: @RENISS_
Facebook: https://www.facebook.com/RenissOfficial/
Instagram: @renissofficial

Twitter: @newbellmusic
Facebook: https://www.facebook.com/newbellmusic/
Instagram: https://www.instagram.com/newbellmusic/",18008243,124136,5776,2016,5,2016-05,Other
z-8ua8bkJb0,Nioxxer,Petit Pays - Topic,2015-04-08 12:27:25+00:00,"Provided to YouTube by IDOL

Nioxxer · Petit Pays · L'orchestre Sans Visa

Le meilleur des meilleurs

℗ TJR / Music Store

Released on: 1995-01-01

Auto-generated by YouTube.",204882,664,47,2015,4,2015-04,Other
UkNct3IfidQ,Lady Ponce - Je veux danser (Clip Officiel),Lady Ponce,2025-05-23 18:00:26+00:00,"Lady Ponce - Je veux danser (Clip Officiel)

Extrait de l’album : « Légende »,disponible sur toutes les plateformes de téléchargement légales.

Réalisé par  Hermann Tche

Auteur : Lady Ponce
Compositeur : Kash Maker
Label : Keyzit Production
Distributeur : Keyzit Distribution
Publishing : Keyzit Publishing
Management / Booking : +33 6 58 02 93 01 / ladyponce@keyzit.com",2288565,14727,1086,2025,5,2025-05,Cameroonian Pop/R&B
9-ZuDPc3J64,Roga Roga & Extra Musica - BOKOKO (Official Video),ROGA ROGA Officiel,2021-09-24 19:30:01+00:00,"Roga Roga & Extra Musica - BOKOKO (Official Video). Abonnez-vous à la chaîne YouTube de ROGA ROGA : https://www.youtube.com/c/ROGAROGAOfficiel.
Écoutez BOKOKO sur Spotify, iTunes, etc... : https://bfan.link/bokoko 
Quel génie et quels talents !
Avec le titre éponyme « BOKOKO », Roga Roga frappe fort un EP qui se veut incisif mais joue également sur l’instrumental, la poésie et le chant sans musique avec les voix sensuelles des chanteurs du Groupe Extra Musica, ce qui se fait tout naturellement revenir aux sources, à l’épopée des Zangul et aux moments des « Racines ».
La structure de la musique Zangul dans BOKOKO est ainsi faite qu'elle évoque, envahit, saisit et émeut la personne tout entière. 
La régularité du rythme crée l'expectative mais retarde sa matérialisation, ce qui fait que chaque mesure crée un état de promesse et de retrait, de suggestion et de rejet avant l'avènement ultime.
Sur ce titre BOKOKO, Roga Roga déclare vouloir revaloriser l’identité africaine partant le Congo. C’est une extase dans son sens le plus authentique, car elle trouble le calme statique qui découle du rythme normal par l'accentuation des voix, des sons, mettant en valeur non pas « ceci » mais « cela », non plus « cela » mais « ceci », ce qui suggère à l'un de se fixer sur l'autre, le prévisible, l'immédiat et du réel, à l'imprévisible, au lointain et au réel.
Ce sens évocateur de la satisfaction différée mais imminente est atteint, selon une explication, par l'utilisation simultanée de rythmes et de mesures différents, qui pousse Roga Roga à créer l'impression d'une déviation par rapport à ce qui est normal ou attendu.
C’est ce recours présent des sources traditionnelles ancestrales africaines et dans le sens d'une identité plus nouvelle et plus vraie des anciens que gît l'espoir d'entendre à nouveau et toujours notre style, la musique et la danse du terroir.

Retrouvez Roga Roga  sur les réseaux sociaux:
Facebook: https://www.facebook.com/rogarogaem/
Instagram: https://www.instagram.com/rogaroga_em/
TikTok : https://www.tiktok.com/@rogaroga_em/

Music by ROGA ROGA performing BOKOKO.
© 2021 Ibrok's Production",70994293,281171,11197,2021,9,2021-09,Ndombolo/Rumba
KXMxPMFsddI,Daphne - (Nouveau titre ),Sexe Sans Tabou,2025-05-05 23:10:55+00:00,#daphne #daphnenew #daphnenouveausong #afrobeat #music #urbanmusic #vues #viralvideo,8672,31,4,2025,5,2025-05,Cameroonian Pop/R&B
yEHZNZzDLcE,Dj Gérard Ben - L' amour de maman [Clip Officiel],Dj Gerard Ben Officiel,2021-03-14 12:30:11+00:00,"Single extrait du nouvel album ""Le Défi"". Vidéogramme réalisé par Roger Makanda. 
Télécharger mon nouvel album ici 👉 https://band.link/Album_LeDefi

Management & Booking 👉 (+237) 696.614.841 / 694.742.927 / 677.232.751 bookingdjgerard@yahoo.com

Distribution Digitale & Communication 👉 Ukulélé Distribution http://bit.ly/UkuleleDigital​ ;  https://wa.me/237697927650​

Regardez, commentez et partagez au max la famille
Follow on: 
👉 http://bit.ly/FacebookDjGerardBen​
👉 http://bit.ly/Twitter-DjGerardBen​
👉 http://bit.ly/Instagram-DjGerardBen​

​ #DjGerardBen #Benskin",601006,3384,230,2021,3,2021-03,Other
xVWT8SInlSE,Locko - Je serai là (Official Music Video),LOCKO,2017-08-10 12:04:44+00:00,"Abonnez vous à ma chaîne YouTube :https://www.youtube.com/channel/UCKDnMUZ9h4UKN_u4ZvyEgrA
                    
Streamez & téléchargez  partout: https://fanlink.to/JeSeraiLa

Je serai là  est le troisième extrait  du prochain album de l'artiste Locko.

Booking : (+237) 694061316/lockoofficial@gmail.com 

Regardez ,commentez et partagez au max la famille

Follow on:
-http://bit.ly/FollowLockoOnFacebook
-http://bit.ly/FollowLockoOnTwitter
-http://bit.ly/FollowLockoOnInstagram
-http://bit.ly/AddArthurLockoOnSnapchat

-https://open.spotify.com/artist/7cUFvbLZrLySXBoxk39kCZ
-https://itunes.apple.com/lu/artist/locko/id216819124?l=fr
-http://www.deezer.com/artist/200195

Music video by LOCKO perfoming Je Serai Là .

Production : Locko , DJ Kriss
Directed by Champion Studio

(p) © 2017 Big Dreams Under exclusive Licence to Easy Hits Recordz,a division of Hope Music Group",16354280,76533,2882,2017,8,2017-08,Cameroonian Pop/R&B
gIs3NAdFNBM,Daphne - Amour Intouchable (Visualizer),Daphne,2026-02-16 17:00:06+00:00,"Title: Amour Intouchable
Artist: Daphne
Video Director: Tcheck
Label: DN Studios

Lyrics

Intro 
Il y a des loves qu’on ne touche pas
Il y a des ndolos qu’on n’arrête pas
Mumu di laugh ndiba di carry e on ne touch pas
Il y a des dolos , des ndolo, des ndolo, ndolo ooo

C’est toi que j’ai choisi, papa, et je t’assume
Je te prends sans peur, même quand le monde nous juge
Je t’emmènerai jusqu’au bout de ma pensée
Là où personne ne peut nous séparer

C’est toi à qui je donne tout, même mes silences
Même quand le temps nous met à l’épreuve
Je t’aimerai avec tout ce que je suis
Avec mes forces, mes failles et mes preuves

Alors laisse-les parler, laisse-les juger
Moi je sais ce qu’on a construit
In any way you want I’m ready to love 
Et c’est pour la vie

[Refrain]
tu sais il y a des loves qu’on ne touche pas
Il y a des Ndolo qu’on n’arrête  pas 
Il y a des amours qu’on n’effleure pas
Il y a des ndolo qu’on ne touche pas

[Verse 2]
il y a des loves Bebe qu’on ne touche pas
Il y a des Ndolo Oooooo! 
Même quand il s’en va loin de toi
Tu restes fidèle dans ton âme
Tu ne veux pas salir ton cœur
Ni laisser le doute éteindre la flamme

Quand il est loin, tu lui donnes ton temps
Tu gardes sa place dans tes bras
Nobody else can contest
The place you got inside my heart 

Alors viens, avec pour danser
Danse avec moi comme au premier jour
Ferme les yeux, 
Il n’y a que nous dans cet amour

Il y a des loves qu’on ne touche pas
Un ndolo ooooooouuuuu
Il y a des loves qu’on ne touche pas
Hmmmmmmmmm

Il y a des loves , des loves, des loves 
Des loves qu’on ne touche pas
Il y a des love qu’on n’attarque pas
Hmmmmmm",194417,3606,199,2026,2,2026-02,Cameroonian Pop/R&B
ZKGlvwkRapM,"Elisha K, Alva, King Luca, Yvuti, Achu Normad - Mi Corazon (Official Video)",Akumba Music,2026-02-13 16:00:11+00:00,"New Music titled Mi Corazon, 
Performed by: Elisha K, Alva, King Luca, Yvuti and Achu Normad
Written and composed by: Achu Normad, Elisha K and King Luca

Director: Mr Adrenaline (Buea)
Vixens : Blacky, Options, Atta. Danelle, Sheridane

Produced by: Akumba Studios
Mixed and Mastered by: Dub
Production Director: Achu Normad
Record Label: Akumba Music 
Production Company: Akumba Media Group Ltd

Let’s Kickstart the year Properly with a Mega release scheduled for this Friday titled “Mi Corazon” 
This is a song by Starboy Elisha K, our Queen Alva, Wonderboy King Luca and Baby Ninja Yvuti, who is our newest signee. 
This is the first ever joint Artists project at Akumba Music and it’s an in-house musical duel between 2 teams, A clash of the titans, a head to head designed to bring out the Best in each of our Artists. Achu Normad,  the Production Director and label boss also makes a significant performance in this project with his Signature Afro Chants, which a the basic building blocks of the ""Sound of Akumba"" This will hit hard and you are going to want to Brace yourselves for impact! 
Team A 
Starboy & the Queen 
Team B 
Wonder Boy and Baby Ninja 🥷 
E go worry! Ça va peter 🔥 

Lyrics

Elisha K and Alva

Oh mon Bebe
iroko tree go fall down are you availa
this your mini skirt na trojan corrupt my brain
ah ah Mola tu me rend si fole, jai les frissions oh oh
ah ah ton schema. marche,  je t'assure
e di do me like pepper
I'm a lover boy
every time i say goodbye, you only see me come back
Mr. Loverboy Mi Corazon I want to see you come back
Mi Corazon, I want to see you come back
Mi Corazon X3

King Luca and yvuti
you be ma last bus stop
je traverse la route avec les yeux bande je sais que tu me guidera
est-ce que tu va m'attraper si je tombe
get a grip, cuz what is this, I'm loosing it
e be like say you don dey do me abrakadabra
je me sens hypnotiser, il faut que tu sage je suis envoute
if you no fit reach for junction make you leave me for here
my king in rainy days je te choisirai sans hesitations 
will you do same to mi corazon
i like to see you come back 

Mi Corazon x3



#ElishaK #Alva #KingLuca 🤴🏾#Yvuti #MiCorazon #AkumbaMusic",291168,7226,1075,2026,2,2026-02,Hip Hop/Rap
djXgoEPI_BM,Stanley Enow - Njama Njama Cow (Official Music Video),Stanley Enow,2014-10-05 16:30:00+00:00,"Stanley Enow presents the official music video for ""Njama Njama Cow"".
Download on iTunes: http://smarturl.it/SEmpIT

© 2014 Motherland Empire

Follow Stanley Enow
Facebook: https://www.facebook.com/StanleyEnowOfficial/
Twitter: https://twitter.com/StanleyEnow
Instagram: https://www.instagram.com/stanleyenow

Subscribe here: http://smarturl.it/StanleyEnowYT
Digital distribution: http://africori.com/

Off his yet to-be-released album ""Soldier Like My Papa"", #NjamaNjamaCow is Central Africa's Hip-hop Tycoon's third official single proudly directed by Legendary Shamak Allharamadji in Douala.

Buy MTV's Best New Act's Njama Njama Cow here https://itunes.apple.com/us/album/njama-njama-cow-single/id912008575",269317,2266,230,2014,10,2014-10,Hip Hop/Rap
8XsKk9Aj4MU,Patience Dabany - On vous connait,blackpokes,2010-09-21 03:12:51+00:00,Patience Dabany - On vous connait,41455693,125588,7458,2010,9,2010-09,Other
VX3QEi4IQ-c,TENOR - BAD THINGS (CLIP OFFICIEL),TENOR officiel,2017-07-30 17:02:09+00:00,"Abonnez vous à ma chaîne YouTube :https://bit.ly/TenorYoutube
Streamez et téléchargez :http://www.deezer.com/track/389755871

""BAD THINGS "" nouveau hit de l'enfant du pays Tenor

Booking : taphisonline@gmail.com 
+237679348737 | +237694221801

Regardez ,commentez et partagez au max la famille

Follow on:

https://bit.ly/TenorSpotify
https://bit.ly/TenorDeezer
https://bit.ly/TenorApple

https://www.facebook.com/tenorofficiel237/
https://www.instagram.com/tenor_officiel/
https://twitter.com/TENOR_officiel?s=09
www.tenorofficiel.com

Musique : Jordan Eba'a
Mix et Master : Ekie Bozeur
Réalisé par : Adah Akenji
© 2017 Tenor
Under exclusive distribution Easy Hits Recordz,a division of Hope Music Group.",3847222,36852,1873,2017,7,2017-07,Cameroonian Pop/R&B
H6gLQpOD4ug,BAMENDA CULTURAL MUSIC 2025 | BAMENDA MUSIC | CAMEROON MUSIC | BAMENDA SONGS 2025 |Mbaghalum | Njang,DJ Proff Proff Mix,2025-05-03 15:22:39+00:00,"BAMENDA CULTURAL MUSIC 2025 | BAMENDA MUSIC | CAMEROON MUSIC | BAMENDA SONGS 2025 | Mbaghalum | Njang | FolkLore

DJ Proff Brings to you this cultural mix from the North West Region of Cameroon.
Listen and subscribe to the various artists YouTube channels and please do subscribe as well on this channel.

PLAYLIST
00:00   VINHORA  – Sasingala
05:35   SHEY LONTUM YOV – Abakwa
12:43   VINHORA – Bamedian Remix
17:29   SHEY LONTUM YOV – Ten Ten
20:37   WITTY MINSTREL – Be Proud
24:53   Won Mbiame
31:15   SHEY LONTUM YOV – Ngeh
36:28   GILLY-C – Ngang Menang
41:22   VINHORA – Bamenda Toghu
46:14   GILLY-C – Abine-eh Yaweh
49:46   AGHEH NIMBI – Mbaghalum
57:07   MUKOLAH MKL – Jaman
01:03:35   SHEY LONTUM YOV – Last Hour",198156,1723,163,2025,5,2025-05,Gospel
nqpd1A5nKsA,Mani Bella Feat. Tenor - Déranger ( Official Video ),THE FIVE BB'S,2017-03-22 17:00:06+00:00,"Mani Bella vous offre le clip le plus attendu  ""DÉRANGER"" en featuring avec le rappeur TENOR. 
Une collaboration explosive entre la Pala Pala Woman Internationale et le créateur du Fiang Le Way Le Yamo.

Clip réalisé par le talentueux Dr. Nkeng Stephens.
Tournée à Douala, Cameroun.

Disponible sur iTunes : http://bit.ly/Deranger
 et les autres plateformes légales.

Suivez Mani Bella sur :
Facebook :  http://bit.ly/ManiBellaFacebook

Code ISRC son : TC-AC-178-2053
Auteur/compositeur : Mani Bella x Tenor
Prod By RAMZY
Mixé et masterisé par Ekie BOZEUR dans les studios SMB ( Sound and Movie Business)
Stylisme par OZI International 

© 2017 Mani Bella
℗ THE FIVE BBS",4161558,37276,2024,2017,3,2017-03,Cameroonian Pop/R&B
7Dh9UUz-C18,Petit Pays - Mon amour,Azan Loko & Media / New level ,2021-10-19 13:31:15+00:00,ibpromo,512382,1934,194,2021,10,2021-10,Cameroonian Pop/R&B
v8OT7UpzDhI,Locko - Espoir (Clip Officiel),LockoOfficialVEVO,2025-03-14 18:00:45+00:00,"Decouvrez le Clip Officiel de « Espoir » de l’album Purple Love 
Nouvel Album ""Purple Love"" maintenant disponible 👉🏿 :  https://lockoofficiel.lnk.to/PurpleLoveAlbum


Lyrics by: Locko

 🎵 Beats by: Ben Bossambo
 🎬 Shot By: Dynastie Films

Retrouvez Locko sur : 

TikTok : @lockofficial
Facebook : @lockofficial
Instagram : @lockofficial
Music video by Locko (P)&(C) 2025 Yema Production Under Exclusive License To Sony Music Entertainment Africa FR

#PurpleLove #sonymusic #Cameroun #Tayc  #Afrolove
#Espoir",829884,8698,569,2025,3,2025-03,Cameroonian Pop/R&B
3D8kjUOzO3I,Duc Z ft Stanley Enow - Vert Rouge Jaune ( Allez Les Lion ),Kamer Tube,2014-06-16 16:40:26+00:00,"Cest pour le Vert Rouge Jaune
Allez Les Lion
Duc Z Feat Stanley Enow
Duc Z Back in the game Lions4life 
Duc Z Feat Stanley Enow Back in the game (Lions4life)",5333,60,2,2014,6,2014-06,Hip Hop/Rap
NQUNnILtxjI,amazone-bikutsi,Armand Poueme,2012-01-19 23:59:41+00:00,nouveau bikutsi qui a pris le pouvoir au pays,379969,2127,286,2012,1,2012-01,Makossa/Traditional
wBRe8D-PKOs,Kocee - PDG [Official video],Kocee,2025-11-21 17:00:06+00:00,"Kocee - PDG [Official video] #Kocee #PDG #MusicCamerounaise 

Stream PDG Now Available on All Streaming Platforms 

Directed by: Chuzih
Produced by: Mbunja & SB 
Styled by: DANNY Casuals 
Mix and Mastering: Scotty

Follow Kocee:
Instagram: https://www.instagram.com/ko_c.official
Facebook: https://www.facebook.com/Koc237
TikTok: https://www.tiktok.com/@koc.official?
Twitter: https://x.com/iamkocee_

..........................LYRICS................................

Koss
Gimme The Mic Yoh
Caesar
Mbunja
Boss

Bébé Tu As Porté Mon Cœur Enter Halamibou
Sucré Comme L’alcoolisée Qui Est Dans Ton Pépéripéripé
Comme Eto’o Et Georgette Oh Oh Oh
Mon Amour I Don Enter
Ils Veulent T’embrouiller Avec Le Charabia
Debordo A Remplacé Viviane Avec Djeneba (Djene Djene)
Me And You We Correct Oh Oh Oh
Mon Amour I Don Enter
Tu Es Mon PDG
Je Vais Répéter
Mon Bébé
Emana Fait Quoi Derrière Moa Minga
Comme Eto’o Et Georgette Oh Oh Oh
Mon Amour I Don Enter

Je Suis Roi Du Continent
Appelle-Moi Le Jagaban
Si Ça Vous Donne Le Maux De Tête
Mola Bois l’Efferalgan
Amadou Sur Le Volant
Il N’a Jamais D’accident
La Pimenterie Ne Finit Pas À La Rue De La Joie
Marquez Tes Pas Un Deux
Le Riz Sauté Ou Zéké Zéké
Oh Salazar Un Deux
On Est Toujours Le Continent 
Le Combattant
Ne Finit Pas Mon Carburant
Fiche-Moi Le Camp
Elang Elang
Elang Nyam
Elang Eh Boutai

Bébé Tu As Porté Mon Cœur Enter Halamibou
Sucré Comme L’alcoolisée Qui Est Dans Ton Pépéripéripé
Comme Eto’o Et Georgette, Oh Oh Oh
Mon Amour I Don Enter
Ils Veulent T’embrouiller Avec Le Charabia
Debordo A Remplacé Viviane Avec Djeneba (Djene Djene)
Me And You We Correct Oh Oh Oh
Mon Amour I Don Enter
Tu Es Mon PDG
Je Vais Répéter
Mon Bébé
Emana Fait Quoi Derrière Moa Minga 
Comme Eto’o Et Georgette Oh Oh Oh
Mon Amour I Don Enter
Tu Es Mon PDG
Je Vais Répéter
Mon Bébé
Emana Fait Quoi Derrière Moa Minga 
Comme Eto’o Et Georgette Oh Oh Oh
Mon Amour I Don Enter

Kocee No Go Tire (Holy Water Dey)
Papa Eto’o No Go Tire (Holy Water Dey)
Edmond Auto No Go Tire Oh (Holy Water Dey)
Mahamat No Go Tire (Holy Water Dey)
Matère No Dey Oh Oh Oh
Patère No Dey Oh Oh Oh
If You Want To Kill Me
Kill Me Make I Die
I Go Follow Djeneba To Côte d’Ivoire
Matère No Dey Oh Oh Oh
Patère No Dey Oh Oh Oh
If You Want To Kill Me
Kill Me Make I Die
I Go Follow Djeneba To Côte d’Ivoire
PDG Répèter Mon Bébé
Emana Fait Quoi Derrière Moa Minga 
Moa Minga Minga Minga
Moa Minga Minga Minga
Mon Amour I Don Enter
Mbunja Mbunja
Tokyo
TonTon Tebo
Mon Amour I Don Enter
C’est l’Afrique Qui Gagne
 

©️ 2025 Power House Entertainment",3538252,25206,1608,2025,11,2025-11,Hip Hop/Rap
5VAZaJGkJzI,"Locko Les Bruits, Ça passe ou ça cale - Le Camerounais Arnold. @Lockoofficial",Le Patriote Camerounais ,2022-09-22 16:00:05+00:00,"Locko, l’un des top artiste musiciens camerounais a sorti dernièrement un nouveau son dont le titre c’est les bruits. Voici ma réaction et tout ce que je pense de ce son. 

Pour en savoir plus sur Locko, visitez sa chaîne YouTube: @Lockoofficial 
——————————————
Abonnez vous à cette page si vous aimez la musique camerounaise et africaine car ici nous valorisons, le Cameroun, les Camerounais et la culture camerounaise. 

ENSEMBLE POUR UN CAMEROUN MEILLEURE 💚❤️💛.

#Locko #Les_Bruits #Yema_TV #Music_Camerounaise #Cameroun #237 #Le_Camerounais_Arnold #Arnold_Kenfack  #Arnold",97,7,6,2022,9,2022-09,Cameroonian Pop/R&B
8ZOdhRcEb4M,Ngeh Loveline 2,cameroontube,2008-01-12 22:51:09+00:00,gospel music from cameroon,222435,923,95,2008,1,2008-01,Other
B3bY59T4t5s,maitre gims chante pour issa tchiroma- (ils veulent un avenir),Lumière et Louange,2025-10-13 03:00:12+00:00,"Un son afrobeat–amapiano vibrant qui exprime le désir du peuple camerounais pour la paix, l’unité et un avenir meilleur. Un message fort, dansant et porteur d’espoir. 🇨🇲✨

cette musique est genereé par intelligence artifficielle

🎧 #IlsVeulentUnAvenir #Afrobeat #Amapiano #Cameroun #MusiqueConsciente #Paix #Unité",462,0,0,2025,10,2025-10,Cameroonian Pop/R&B
m-v6yiW2r0Y,AJ BAHBOY - Real Life ( Official Video),Sa Majesté Music,2023-12-22 10:57:18+00:00,"AJ BAHBOY - Real Life (Official Video) 
Produced by Dijay Karl
Video by  Dr Nkeng Stephens 
----------------------------------
Follow AJ BAHBOY:
TikTok:  ajbahboy
Instagram:  ajbahboy     
X/Twitter:  aj_bahboy
Snapchat: ajbahboy
Threads: ajbahboy  
Facebook:  AJ BAHBOY

Get ""Real Life"" audio available on all streaming platforms today!

Copyright (c) 2023. All Rights Reserved. 
Sa Majesté Music & Standard Enterprise.",743329,9787,1252,2023,12,2023-12,Other
_mnDBfj_k8g,African - Duc Z,NSPictures Cameroun,2012-09-29 18:14:23+00:00,Étoile montante du hip-hop made in Cameroun.... le garçon qui ne donne pas le lait!,3323,16,2,2012,9,2012-09,Cameroonian Pop/R&B
sFm2m04Z4Hk,[Cameroun]- Ben Decca- Makossa Original,bboguemna,2010-09-04 19:02:58+00:00,"Makossa Caiman 2010 Bonne melodie, belle performance.
Makossa from A to Z.",127205,326,39,2010,9,2010-09,Makossa/Traditional
0yyLySXToRU,MANE MA NKAG | Frank NGOUMA feat Armand BIYAG | Clip officiel by NESSAH,Caz'afrika,2025-08-16 00:38:16+00:00,"#makune #afromusic #culture #cameroun #2025 
CAZ'AFRIKA Production
Songwriter : Frank NGOUMA & Armand BIYAG
Video Director : NESSAH for Ness'Arts Prod

Booking Afrique : Patricia Boowen +237699759800
Booking Europe: Rosette Loe +33619367657",335909,2652,204,2025,8,2025-08,Other
